filename,success,timestamp
ipg141223.xml,1,2016-07-16 01:04:58.083196
ipg141216.xml,1,2016-07-16 01:06:14.089139
ipg141209.xml,1,2016-07-16 01:07:53.708079
ipg141202.xml,1,2016-07-16 01:09:24.587475
ipg141125.xml,1,2016-07-16 01:10:51.686860
ipg141118.xml,1,2016-07-16 01:12:29.157857
ipg141111.xml,1,2016-07-16 01:14:08.910829
ipg141104.xml,1,2016-07-16 01:15:31.752424
ipg141028.xml,1,2016-07-16 01:17:10.216877
ipg141021.xml,1,2016-07-16 01:18:27.117984
ipg141014.xml,1,2016-07-16 01:19:43.324125
ipg141007.xml,1,2016-07-16 01:21:32.570559
ipg140930.xml,1,2016-07-16 01:23:22.854698
ipg140923.xml,1,2016-07-16 01:24:38.883775
ipg140916.xml,1,2016-07-16 01:26:19.420149
ipg140909.xml,1,2016-07-16 01:27:54.065393
ipg140902.xml,1,2016-07-16 01:29:43.753276
ipg140826.xml,1,2016-07-16 01:31:15.719439
ipg140819.xml,1,2016-07-16 01:32:54.484523
ipg140812.xml,1,2016-07-16 01:34:30.402467
ipg140805.xml,1,2016-07-16 01:36:02.624797
ipg140729.xml,1,2016-07-16 01:37:17.941134
ipg140722.xml,1,2016-07-16 01:38:58.859210
ipg140715.xml,1,2016-07-16 01:40:36.601674
ipg140708.xml,1,2016-07-16 01:42:13.427988
ipg140701.xml,1,2016-07-16 01:44:08.448366
ipg140624.xml,1,2016-07-16 01:45:58.407411
ipg140617.xml,1,2016-07-16 01:47:11.605586
ipg140610.xml,1,2016-07-16 01:48:48.726960
ipg140603.xml,1,2016-07-16 01:50:34.868038
ipg140527.xml,1,2016-07-16 01:52:17.170950
ipg140520.xml,1,2016-07-16 01:53:46.084275
ipg140513.xml,1,2016-07-16 01:55:03.849712
ipg140506.xml,1,2016-07-16 01:56:21.430083
ipg140429.xml,1,2016-07-16 01:57:54.698191
ipg140422.xml,1,2016-07-16 01:59:39.405976
ipg140415.xml,1,2016-07-16 02:01:29.560001
ipg140408.xml,1,2016-07-16 02:02:57.731069
ipg140401.xml,1,2016-07-16 02:04:32.075044
ipg140325.xml,1,2016-07-16 02:06:03.171465
ipg140318.xml,1,2016-07-16 02:07:43.881292
ipg140311.xml,1,2016-07-16 02:08:45.562025
ipg140304.xml,1,2016-07-16 02:10:13.996725
ipg140225.xml,1,2016-07-16 02:11:29.098340
ipg140218.xml,1,2016-07-16 02:12:56.030557
ipg140211.xml,1,2016-07-16 02:14:00.536670
ipg140204.xml,1,2016-07-16 02:15:36.664544
ipg140128.xml,1,2016-07-16 02:16:59.790885
ipg140121.xml,1,2016-07-16 02:18:11.069955
ipg140114.xml,1,2016-07-16 02:19:20.677778
ipg140107.xml,1,2016-07-16 02:20:51.627398
ipg131231.xml,1,2016-07-16 02:22:25.270513
ipg131224.xml,1,2016-07-16 02:23:14.970198
ipg131217.xml,1,2016-07-16 02:24:40.123418
ipg131210.xml,1,2016-07-16 02:26:20.557852
ipg131203.xml,1,2016-07-16 02:27:44.403414
ipg131126.xml,1,2016-07-16 02:29:04.168223
ipg131119.xml,1,2016-07-16 02:30:26.941776
ipg131112.xml,1,2016-07-16 02:31:49.084268
ipg131105.xml,1,2016-07-16 02:33:20.586177
ipg131029.xml,1,2016-07-16 02:34:43.701501
ipg131022.xml,1,2016-07-16 02:35:49.059990
ipg131015.xml,1,2016-07-16 02:36:38.735873
ipg131008.xml,1,2016-07-16 02:37:28.727545
ipg131001.xml,1,2016-07-16 02:38:19.482997
ipg130924.xml,1,2016-07-16 02:39:02.724721
ipg130917.xml,1,2016-07-16 02:39:52.041060
ipg130910.xml,1,2016-07-16 02:40:42.233595
ipg130903.xml,1,2016-07-16 02:41:31.028650
ipg130827.xml,1,2016-07-16 02:42:21.506397
ipg130820.xml,1,2016-07-16 02:43:12.599626
ipg130813.xml,1,2016-07-16 02:44:01.845964
ipg130806.xml,1,2016-07-16 02:44:52.179178
ipg130730.xml,1,2016-07-16 02:45:23.375583
ipg130723.xml,1,2016-07-16 02:46:11.204899
ipg130716.xml,1,2016-07-16 02:46:59.488243
ipg130709.xml,1,2016-07-16 02:47:46.880823
ipg130702.xml,1,2016-07-16 02:48:33.626264
ipg130625.xml,1,2016-07-16 02:49:19.604506
ipg130618.xml,1,2016-07-16 02:49:57.300892
ipg130611.xml,1,2016-07-16 02:50:45.836270
ipg130604.xml,1,2016-07-16 02:51:32.045147
ipg130528.xml,1,2016-07-16 02:52:14.730277
ipg130521.xml,1,2016-07-16 02:52:56.811606
ipg130514.xml,1,2016-07-16 02:53:39.316429
ipg130507.xml,1,2016-07-16 02:54:18.325484
ipg130430.xml,1,2016-07-16 02:54:58.081961
ipg130423.xml,1,2016-07-16 02:55:46.736346
ipg130416.xml,1,2016-07-16 02:56:38.050477
ipg130409.xml,1,2016-07-16 02:57:19.167693
ipg130402.xml,1,2016-07-16 02:58:05.138299
ipg130326.xml,1,2016-07-16 02:58:48.569799
ipg130319.xml,1,2016-07-16 02:59:36.595118
ipg130312.xml,1,2016-07-16 03:00:18.659632
ipg130305.xml,1,2016-07-16 03:01:07.975402
ipg130226.xml,1,2016-07-16 03:01:58.580807
ipg130219.xml,1,2016-07-16 03:02:48.727747
ipg130212.xml,1,2016-07-16 03:03:29.671027
ipg130205.xml,1,2016-07-16 03:04:22.665481
ipg130129.xml,1,2016-07-16 03:05:12.881343
ipg130122.xml,1,2016-07-16 03:05:43.024505
ipg130115.xml,1,2016-07-16 03:06:15.592879
ipg130108.xml,1,2016-07-16 03:07:06.654344
ipg130101.xml,1,2016-07-16 03:07:59.404446
ipg121225.xml,1,2016-07-16 03:08:52.361495
ipg121218.xml,1,2016-07-16 03:09:20.070441
ipg121211.xml,1,2016-07-16 03:10:05.549477
ipg121204.xml,1,2016-07-16 03:10:42.711038
ipg121127.xml,1,2016-07-16 03:11:19.873419
ipg121120.xml,1,2016-07-16 03:11:46.392646
ipg121113.xml,1,2016-07-16 03:12:21.582811
ipg121106.xml,1,2016-07-16 03:12:52.878119
ipg121030.xml,1,2016-07-16 03:13:41.369483
ipg121023.xml,1,2016-07-16 03:14:26.759522
ipg121016.xml,1,2016-07-16 03:15:14.374634
ipg121009.xml,1,2016-07-16 03:15:56.272938
ipg121002.xml,1,2016-07-16 03:16:45.542395
ipg120925.xml,1,2016-07-16 03:17:24.985043
ipg120918.xml,1,2016-07-16 03:18:14.194361
ipg120911.xml,1,2016-07-16 03:19:04.461604
ipg120904.xml,1,2016-07-16 03:19:51.860628
ipg120828.xml,1,2016-07-16 03:20:41.530054
ipg120821.xml,1,2016-07-16 03:21:25.677678
ipg120814.xml,1,2016-07-16 03:22:11.730054
ipg120807.xml,1,2016-07-16 03:22:59.409415
ipg120731.xml,1,2016-07-16 03:23:37.348238
ipg120724.xml,1,2016-07-16 03:24:23.212119
ipg120717.xml,1,2016-07-16 03:25:13.678480
ipg120710.xml,1,2016-07-16 03:25:59.382938
ipg120703.xml,1,2016-07-16 03:26:46.479803
ipg120626.xml,1,2016-07-16 03:27:34.818595
ipg120619.xml,1,2016-07-16 03:28:09.077512
ipg120612.xml,1,2016-07-16 03:28:51.560041
ipg120605.xml,1,2016-07-16 03:29:35.802634
ipg120529.xml,1,2016-07-16 03:30:25.580239
ipg120522.xml,1,2016-07-16 03:31:07.359907
ipg120515.xml,1,2016-07-16 03:31:50.235799
ipg120508.xml,1,2016-07-16 03:32:35.020680
ipg120501.xml,1,2016-07-16 03:33:21.254385
ipg120424.xml,1,2016-07-16 03:34:07.154760
ipg120417.xml,1,2016-07-16 03:34:52.184706
ipg120410.xml,1,2016-07-16 03:35:40.462981
ipg120403.xml,1,2016-07-16 03:36:26.417246
ipg120327.xml,1,2016-07-16 03:37:10.989139
ipg120320.xml,1,2016-07-16 03:38:00.232013
ipg120313.xml,1,2016-07-16 03:38:39.761741
ipg120306.xml,1,2016-07-16 03:39:32.466616
ipg120228.xml,1,2016-07-16 03:40:21.541751
ipg120221.xml,1,2016-07-16 03:41:11.894945
ipg120214.xml,1,2016-07-16 03:41:59.004115
ipg120207.xml,1,2016-07-16 03:42:37.161172
ipg120131.xml,1,2016-07-16 03:43:25.525152
ipg120124.xml,1,2016-07-16 03:44:09.928375
ipg120117.xml,1,2016-07-16 03:44:46.465457
ipg120110.xml,1,2016-07-16 03:45:35.195938
ipg120103.xml,1,2016-07-16 03:46:17.036332
ipg111227.xml,1,2016-07-16 03:46:59.442157
ipg111220.xml,1,2016-07-16 03:47:34.009002
ipg111213.xml,1,2016-07-16 03:48:20.684991
ipg111206.xml,1,2016-07-16 03:49:13.348192
ipg111129.xml,1,2016-07-16 03:49:57.206294
ipg111122.xml,1,2016-07-16 03:50:45.453388
ipg111115.xml,1,2016-07-16 03:51:32.866546
ipg111108.xml,1,2016-07-16 03:52:15.131690
ipg111101.xml,1,2016-07-16 03:53:04.205025
ipg111025.xml,1,2016-07-16 03:53:50.430124
ipg111018.xml,1,2016-07-16 03:54:35.307972
ipg111011.xml,1,2016-07-16 03:55:19.527696
ipg111004.xml,1,2016-07-16 03:56:08.005433
ipg110927.xml,1,2016-07-16 03:56:43.050475
ipg110920.xml,1,2016-07-16 03:57:28.845990
ipg110913.xml,1,2016-07-16 03:58:17.435919
ipg110906.xml,1,2016-07-16 03:59:06.120178
ipg110830.xml,1,2016-07-16 03:59:53.219416
ipg110823.xml,1,2016-07-16 04:00:35.265871
ipg110816.xml,1,2016-07-16 04:01:14.784217
ipg110809.xml,1,2016-07-16 04:01:53.958213
ipg110802.xml,1,2016-07-16 04:02:39.577428
ipg110726.xml,1,2016-07-16 04:03:11.905910
ipg110719.xml,1,2016-07-16 04:04:20.369974
ipg110712.xml,1,2016-07-16 04:05:20.126811
ipg110705.xml,1,2016-07-16 04:06:28.536606
ipg110628.xml,1,2016-07-16 04:07:47.344474
ipg110621.xml,1,2016-07-16 04:09:13.822627
ipg110614.xml,1,2016-07-16 04:10:02.681896
ipg110607.xml,1,2016-07-16 04:11:47.800570
ipg110531.xml,1,2016-07-16 04:12:35.724601
ipg110524.xml,1,2016-07-16 04:13:34.272691
ipg110517.xml,1,2016-07-16 04:15:14.321872
ipg110510.xml,1,2016-07-16 04:16:06.020582
ipg110503.xml,1,2016-07-16 04:16:42.209481
ipg110426.xml,1,2016-07-16 04:17:34.397480
ipg110419.xml,1,2016-07-16 04:19:19.321878
ipg110412.xml,1,2016-07-16 04:20:34.347430
ipg110405.xml,1,2016-07-16 04:21:17.381553
ipg110329.xml,1,2016-07-16 04:22:48.410626
ipg110322.xml,1,2016-07-16 04:23:48.211780
ipg110315.xml,1,2016-07-16 04:24:46.109103
ipg110308.xml,1,2016-07-16 04:26:01.891511
ipg110301.xml,1,2016-07-16 04:27:38.580389
ipg110222.xml,1,2016-07-16 04:28:27.811051
ipg110215.xml,1,2016-07-16 04:29:05.201522
ipg110208.xml,1,2016-07-16 04:29:38.930027
ipg110201.xml,1,2016-07-16 04:30:50.641579
ipg110125.xml,1,2016-07-16 04:31:25.754828
ipg110118.xml,1,2016-07-16 04:31:56.426774
ipg110111.xml,1,2016-07-16 04:32:30.646153
ipg110104.xml,1,2016-07-16 04:33:12.486770
ipg101228.xml,1,2016-07-16 04:34:06.998096
ipg101221.xml,1,2016-07-16 04:34:35.049511
ipg101214.xml,1,2016-07-16 04:35:10.770834
ipg101207.xml,1,2016-07-16 04:35:51.991387
ipg101130.xml,1,2016-07-16 04:36:26.311063
ipg101123.xml,1,2016-07-16 04:37:07.001529
ipg101116.xml,1,2016-07-16 04:37:45.790849
ipg101109.xml,1,2016-07-16 04:38:28.509118
ipg101102.xml,1,2016-07-16 04:39:05.576210
ipg101026.xml,1,2016-07-16 04:39:46.268595
ipg101019.xml,1,2016-07-16 04:40:26.025473
ipg101012.xml,1,2016-07-16 04:41:06.603183
ipg101005.xml,1,2016-07-16 04:41:47.363475
ipg100928.xml,1,2016-07-16 04:42:22.264235
ipg100921.xml,1,2016-07-16 04:43:00.399098
ipg100914.xml,1,2016-07-16 04:43:39.580946
ipg100907.xml,1,2016-07-16 04:44:23.215101
ipg100831.xml,1,2016-07-16 04:45:05.127940
ipg100824.xml,1,2016-07-16 04:45:44.314180
ipg100817.xml,1,2016-07-16 04:46:25.472832
ipg100810.xml,1,2016-07-16 04:47:05.906508
ipg100803.xml,1,2016-07-16 04:47:44.314215
ipg100727.xml,1,2016-07-16 04:48:15.636339
ipg100720.xml,1,2016-07-16 04:48:55.077679
ipg100713.xml,1,2016-07-16 04:49:34.058165
ipg100706.xml,1,2016-07-16 04:50:14.611692
ipg100629.xml,1,2016-07-16 04:50:54.107646
ipg100622.xml,1,2016-07-16 04:51:30.782231
ipg100615.xml,1,2016-07-16 04:52:12.116738
ipg100608.xml,1,2016-07-16 04:52:50.479376
ipg100601.xml,1,2016-07-16 04:53:27.465020
ipg100525.xml,1,2016-07-16 04:54:08.528633
ipg100518.xml,1,2016-07-16 04:54:50.592882
ipg100511.xml,1,2016-07-16 04:55:32.279723
ipg100504.xml,1,2016-07-16 04:56:13.256492
ipg100427.xml,1,2016-07-16 04:56:52.002954
ipg100420.xml,1,2016-07-16 04:57:33.080686
ipg100413.xml,1,2016-07-16 04:58:11.340576
ipg100406.xml,1,2016-07-16 04:58:50.801835
ipg100330.xml,1,2016-07-16 04:59:28.798417
ipg100323.xml,1,2016-07-16 05:00:05.460997
ipg100316.xml,1,2016-07-16 05:00:42.916643
ipg100309.xml,1,2016-07-16 05:01:13.617717
ipg100302.xml,1,2016-07-16 05:01:49.138279
ipg100223.xml,1,2016-07-16 05:02:28.148179
ipg100216.xml,1,2016-07-16 05:03:05.603141
ipg100209.xml,1,2016-07-16 05:03:35.870604
ipg100202.xml,1,2016-07-16 05:04:12.994289
ipg100126.xml,1,2016-07-16 05:04:41.456151
ipg100119.xml,1,2016-07-16 05:05:07.057024
ipg100112.xml,1,2016-07-16 05:05:33.500641
ipg100105.xml,1,2016-07-16 05:06:05.966696
ipg091229.xml,1,2016-07-16 05:06:37.229511
ipg091222.xml,1,2016-07-16 05:06:56.415487
ipg091215.xml,1,2016-07-16 05:07:26.053075
ipg091208.xml,1,2016-07-16 05:07:58.200484
ipg091201.xml,1,2016-07-16 05:08:28.709984
ipg091124.xml,1,2016-07-16 05:08:59.970705
ipg091117.xml,1,2016-07-16 05:09:33.192740
ipg091110.xml,1,2016-07-16 05:10:01.283139
ipg091103.xml,1,2016-07-16 05:10:33.440525
ipg091027.xml,1,2016-07-16 05:11:05.564691
ipg091020.xml,1,2016-07-16 05:11:34.546141
ipg091013.xml,1,2016-07-16 05:12:05.795172
ipg091006.xml,1,2016-07-16 05:12:37.367361
ipg090929.xml,1,2016-07-16 05:13:00.853584
ipg090922.xml,1,2016-07-16 05:13:33.322607
ipg090915.xml,1,2016-07-16 05:14:02.328107
ipg090908.xml,1,2016-07-16 05:14:31.247834
ipg090901.xml,1,2016-07-16 05:15:00.004252
ipg090825.xml,1,2016-07-16 05:15:30.632465
ipg090818.xml,1,2016-07-16 05:16:01.290632
ipg090811.xml,1,2016-07-16 05:16:30.915282
ipg090804.xml,1,2016-07-16 05:16:58.118891
ipg090728.xml,1,2016-07-16 05:17:22.131505
ipg090721.xml,1,2016-07-16 05:17:49.154318
ipg090714.xml,1,2016-07-16 05:18:17.650080
ipg090707.xml,1,2016-07-16 05:18:47.500984
ipg090630.xml,1,2016-07-16 05:19:17.795350
ipg090623.xml,1,2016-07-16 05:19:46.242357
ipg090616.xml,1,2016-07-16 05:20:09.183647
ipg090609.xml,1,2016-07-16 05:20:37.581704
ipg090602.xml,1,2016-07-16 05:21:05.524045
ipg090526.xml,1,2016-07-16 05:21:35.554245
ipg090519.xml,1,2016-07-16 05:22:05.994415
ipg090512.xml,1,2016-07-16 05:22:37.762680
ipg090505.xml,1,2016-07-16 05:23:07.767050
ipg090428.xml,1,2016-07-16 05:23:40.805522
ipg090421.xml,1,2016-07-16 05:24:14.693442
ipg090414.xml,1,2016-07-16 05:24:45.506192
ipg090407.xml,1,2016-07-16 05:25:16.677963
ipg090331.xml,1,2016-07-16 05:25:46.563128
ipg090324.xml,1,2016-07-16 05:26:16.356061
ipg090317.xml,1,2016-07-16 05:26:46.971780
ipg090310.xml,1,2016-07-16 05:27:11.922692
ipg090303.xml,1,2016-07-16 05:27:38.866289
ipg090224.xml,1,2016-07-16 05:28:10.517724
ipg090217.xml,1,2016-07-16 05:28:45.746271
ipg090210.xml,1,2016-07-16 05:29:19.472809
ipg090203.xml,1,2016-07-16 05:29:57.310907
ipg090127.xml,1,2016-07-16 05:30:33.632058
ipg090120.xml,1,2016-07-16 05:31:03.497760
ipg090113.xml,1,2016-07-16 05:31:36.369383
ipg090106.xml,1,2016-07-16 05:32:13.211281
ipg081230.xml,1,2016-07-16 05:32:48.183218
ipg081223.xml,1,2016-07-16 05:33:19.565692
ipg081216.xml,1,2016-07-16 05:34:06.209601
ipg081209.xml,1,2016-07-16 05:34:44.950681
ipg081202.xml,1,2016-07-16 05:35:27.967861
ipg081125.xml,1,2016-07-16 05:36:04.958822
ipg081118.xml,1,2016-07-16 05:36:49.369939
ipg081111.xml,1,2016-07-16 05:37:30.500918
ipg081104.xml,1,2016-07-16 05:38:05.585655
ipg081028.xml,1,2016-07-16 05:38:45.387708
ipg081021.xml,1,2016-07-16 05:39:23.456403
ipg081014.xml,1,2016-07-16 05:40:13.272833
ipg081007.xml,1,2016-07-16 05:40:55.368132
ipg080930.xml,1,2016-07-16 05:41:24.312715
ipg080923.xml,1,2016-07-16 05:41:52.773517
ipg080916.xml,1,2016-07-16 05:42:24.021696
ipg080909.xml,1,2016-07-16 05:43:00.458555
ipg080902.xml,1,2016-07-16 05:43:36.697676
ipg080826.xml,1,2016-07-16 05:44:07.692077
ipg080819.xml,1,2016-07-16 05:44:40.844795
ipg080812.xml,1,2016-07-16 05:45:16.578401
ipg080805.xml,1,2016-07-16 05:45:47.304117
ipg080729.xml,1,2016-07-16 05:46:09.713414
ipg080722.xml,1,2016-07-16 05:46:33.198642
ipg080715.xml,1,2016-07-16 05:46:56.893782
ipg080708.xml,1,2016-07-16 05:47:22.555566
ipg080701.xml,1,2016-07-16 05:47:48.907710
ipg080624.xml,1,2016-07-16 05:48:16.541402
ipg080617.xml,1,2016-07-16 05:48:36.477575
ipg080610.xml,1,2016-07-16 05:49:07.384905
ipg080603.xml,1,2016-07-16 05:49:35.213742
ipg080527.xml,1,2016-07-16 05:50:07.948506
ipg080520.xml,1,2016-07-16 05:50:34.547742
ipg080513.xml,1,2016-07-16 05:51:08.497326
ipg080506.xml,1,2016-07-16 05:51:37.498362
ipg080429.xml,1,2016-07-16 05:52:09.013290
ipg080422.xml,1,2016-07-16 05:52:40.030360
ipg080415.xml,1,2016-07-16 05:53:07.196471
ipg080408.xml,1,2016-07-16 05:53:33.103085
ipg080401.xml,1,2016-07-16 05:54:01.873640
ipg080325.xml,1,2016-07-16 05:54:29.808789
ipg080318.xml,1,2016-07-16 05:55:00.626349
ipg080311.xml,1,2016-07-16 05:55:24.210984
ipg080304.xml,1,2016-07-16 05:55:52.170821
ipg080226.xml,1,2016-07-16 05:56:20.070865
ipg080219.xml,1,2016-07-16 05:56:52.742986
ipg080212.xml,1,2016-07-16 05:57:28.060513
ipg080205.xml,1,2016-07-16 05:57:59.422737
ipg080129.xml,1,2016-07-16 05:58:40.514888
ipg080122.xml,1,2016-07-16 05:59:09.253152
ipg080115.xml,1,2016-07-16 05:59:36.085593
ipg080108.xml,1,2016-07-16 05:59:55.822431
ipg080101.xml,1,2016-07-16 06:00:14.394192
ipg071225.xml,1,2016-07-16 06:00:46.537605
ipg071218.xml,1,2016-07-16 06:01:10.515643
ipg071211.xml,1,2016-07-16 06:01:35.349721
ipg071204.xml,1,2016-07-16 06:02:01.971994
ipg071127.xml,1,2016-07-16 06:02:32.357605
ipg071120.xml,1,2016-07-16 06:02:59.769520
ipg071113.xml,1,2016-07-16 06:03:26.406845
ipg071106.xml,1,2016-07-16 06:03:53.017578
ipg071030.xml,1,2016-07-16 06:04:16.753043
ipg071023.xml,1,2016-07-16 06:04:42.201236
ipg071016.xml,1,2016-07-16 06:05:08.892529
ipg071009.xml,1,2016-07-16 06:05:33.475205
ipg071002.xml,1,2016-07-16 06:06:00.959982
ipg070925.xml,1,2016-07-16 06:06:22.641484
ipg070918.xml,1,2016-07-16 06:06:48.040970
ipg070911.xml,1,2016-07-16 06:07:13.105230
ipg070904.xml,1,2016-07-16 06:07:42.616719
ipg070828.xml,1,2016-07-16 06:08:06.471131
ipg070821.xml,1,2016-07-16 06:08:32.921214
ipg070814.xml,1,2016-07-16 06:08:59.325867
ipg070807.xml,1,2016-07-16 06:09:24.042518
ipg070731.xml,1,2016-07-16 06:09:45.548556
ipg070724.xml,1,2016-07-16 06:10:10.762813
ipg070717.xml,1,2016-07-16 06:10:37.346183
ipg070710.xml,1,2016-07-16 06:11:02.240534
ipg070703.xml,1,2016-07-16 06:11:29.760022
ipg070626.xml,1,2016-07-16 06:11:56.625059
ipg070619.xml,1,2016-07-16 06:12:17.193576
ipg070612.xml,1,2016-07-16 06:12:45.736210
ipg070605.xml,1,2016-07-16 06:13:11.609979
ipg070529.xml,1,2016-07-16 06:13:39.969742
ipg070522.xml,1,2016-07-16 06:14:07.373110
ipg070515.xml,1,2016-07-16 06:14:31.495412
ipg070508.xml,1,2016-07-16 06:14:56.201850
ipg070501.xml,1,2016-07-16 06:15:22.613045
ipg070424.xml,1,2016-07-16 06:15:51.492960
ipg070417.xml,1,2016-07-16 06:16:19.925824
ipg070410.xml,1,2016-07-16 06:16:44.097271
ipg070403.xml,1,2016-07-16 06:17:11.202001
ipg070327.xml,1,2016-07-16 06:17:38.310617
ipg070320.xml,1,2016-07-16 06:18:07.108581
ipg070313.xml,1,2016-07-16 06:18:35.464898
ipg070306.xml,1,2016-07-16 06:19:01.632942
ipg070227.xml,1,2016-07-16 06:19:30.006674
ipg070220.xml,1,2016-07-16 06:20:03.002810
ipg070213.xml,1,2016-07-16 06:20:32.241436
ipg070206.xml,1,2016-07-16 06:20:55.497046
ipg070130.xml,1,2016-07-16 06:21:23.715604
ipg070123.xml,1,2016-07-16 06:21:51.963796
ipg070116.xml,1,2016-07-16 06:22:13.227259
ipg070109.xml,1,2016-07-16 06:22:43.189431
ipg070102.xml,1,2016-07-16 06:23:14.422407
ipg061226.xml,1,2016-07-16 06:23:44.213539
ipg061219.xml,1,2016-07-16 06:24:02.580855
ipg061212.xml,1,2016-07-16 06:24:30.090932
ipg061205.xml,1,2016-07-16 06:25:00.497525
ipg061128.xml,1,2016-07-16 06:25:28.737066
ipg061121.xml,1,2016-07-16 06:25:53.661713
ipg061114.xml,1,2016-07-16 06:26:19.410355
ipg061107.xml,1,2016-07-16 06:26:42.854577
ipg061031.xml,1,2016-07-16 06:27:10.555540
ipg061024.xml,1,2016-07-16 06:27:39.375843
ipg061017.xml,1,2016-07-16 06:28:09.730123
ipg061010.xml,1,2016-07-16 06:28:37.626077
ipg061003.xml,1,2016-07-16 06:29:06.999545
ipg060926.xml,1,2016-07-16 06:29:29.247892
ipg060919.xml,1,2016-07-16 06:29:59.332492
ipg060912.xml,1,2016-07-16 06:30:30.259244
ipg060905.xml,1,2016-07-16 06:31:00.074656
ipg060829.xml,1,2016-07-16 06:31:30.926112
ipg060822.xml,1,2016-07-16 06:31:59.229634
